PulseTrain	ClickName	PathType	Delay_us	AmpRatio	Coherence
PulseTrain_332	Click_010	Multipath_1	125.00	4.351337	0.608004
PulseTrain_332	Click_011	Direct	0.00	1.000000	1.000000
PulseTrain_332	Click_011	Multipath_1	125.00	4.499118	0.583961
PulseTrain_332	Click_011	Multipath_2	248.30	3.627356	0.416143
PulseTrain_332	Click_012	Direct	0.00	1.000000	1.000000
PulseTrain_332	Click_012	Multipath_1	248.30	3.464153	0.424839
PulseTrain_332	Click_012	Multipath_2	125.00	4.669583	0.551048
PulseTrain_332	Click_013	Direct	0.00	1.000000	1.000000
PulseTrain_332	Click_013	Multipath_1	248.30	3.522053	0.452625
PulseTrain_332	Click_014	Direct	0.00	1.000000	1.000000
PulseTrain_332	Click_014	Multipath_1	248.30	3.669173	0.479168
PulseTrain_332	Click_015	Direct	0.00	1.000000	1.000000
PulseTrain_333	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_333	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_333	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_333	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_333	Click_004	Multipath_1	126.70	4.217927	0.568318
PulseTrain_333	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_333	Click_005	Multipath_1	126.70	4.144813	0.584656
PulseTrain_333	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_333	Click_006	Multipath_1	125.00	4.094059	0.550077
PulseTrain_333	Click_007	Direct	0.00	1.000000	1.000000
PulseTrain_333	Click_007	Multipath_1	125.00	4.156249	0.575311
PulseTrain_333	Click_008	Direct	0.00	1.000000	1.000000
PulseTrain_333	Click_008	Multipath_1	125.00	4.155625	0.583752
PulseTrain_333	Click_009	Direct	0.00	1.000000	1.000000
PulseTrain_333	Click_009	Multipath_1	126.70	4.177525	0.563186
PulseTrain_333	Click_010	Direct	0.00	1.000000	1.000000
PulseTrain_333	Click_010	Multipath_1	125.00	4.171543	0.609386
PulseTrain_333	Click_011	Direct	0.00	1.000000	1.000000
PulseTrain_333	Click_011	Multipath_1	125.00	4.133551	0.603763
PulseTrain_333	Click_012	Direct	0.00	1.000000	1.000000
PulseTrain_333	Click_012	Multipath_1	125.00	4.178941	0.623119
PulseTrain_333	Click_013	Direct	0.00	1.000000	1.000000
PulseTrain_333	Click_013	Multipath_1	125.00	4.173276	0.600976
PulseTrain_333	Click_014	Direct	0.00	1.000000	1.000000
PulseTrain_333	Click_014	Multipath_1	125.00	4.198870	0.594525
PulseTrain_333	Click_015	Direct	0.00	1.000000	1.000000
PulseTrain_333	Click_015	Multipath_1	125.00	4.327156	0.655883
PulseTrain_333	Click_016	Direct	0.00	1.000000	1.000000
PulseTrain_333	Click_016	Multipath_1	125.00	4.408832	0.655656
PulseTrain_333	Click_017	Direct	0.00	1.000000	1.000000
PulseTrain_333	Click_017	Multipath_1	125.00	4.514044	0.675037
PulseTrain_333	Click_018	Direct	0.00	1.000000	1.000000
PulseTrain_333	Click_018	Multipath_1	125.00	4.587302	0.672012
PulseTrain_333	Click_019	Direct	0.00	1.000000	1.000000
PulseTrain_333	Click_019	Multipath_1	125.00	4.704578	0.687570
PulseTrain_333	Click_020	Direct	0.00	1.000000	1.000000
PulseTrain_333	Click_020	Multipath_1	125.00	4.891819	0.681829
PulseTrain_333	Click_020	Multipath_2	270.80	3.122169	0.416732
PulseTrain_333	Click_021	Direct	0.00	1.000000	1.000000
PulseTrain_333	Click_021	Multipath_1	269.10	2.681350	0.442747
PulseTrain_333	Click_021	Multipath_2	125.00	4.892953	0.664385
PulseTrain_333	Click_022	Direct	0.00	1.000000	1.000000
PulseTrain_333	Click_022	Multipath_1	269.10	2.284382	0.496727
PulseTrain_333	Click_022	Multipath_2	125.00	5.079222	0.665966
PulseTrain_333	Click_023	Direct	0.00	1.000000	1.000000
PulseTrain_333	Click_023	Multipath_1	267.40	1.975560	0.523127
PulseTrain_333	Click_024	Direct	0.00	1.000000	1.000000
PulseTrain_333	Click_024	Multipath_1	267.40	1.781758	0.544242
PulseTrain_333	Click_025	Direct	0.00	1.000000	1.000000
PulseTrain_333	Click_025	Multipath_1	265.60	1.672470	0.556581
PulseTrain_333	Click_026	Direct	0.00	1.000000	1.000000
PulseTrain_334	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_334	Click_001	Multipath_1	269.10	1.606325	0.687073
PulseTrain_334	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_334	Click_002	Multipath_1	269.10	1.533388	0.656107
PulseTrain_334	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_334	Click_003	Multipath_1	269.10	1.490175	0.616250
PulseTrain_334	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_334	Click_004	Multipath_1	269.10	1.492145	0.592990
PulseTrain_334	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_334	Click_005	Multipath_1	269.10	1.538572	0.561570
PulseTrain_334	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_334	Click_006	Multipath_1	269.10	1.647147	0.529477
PulseTrain_334	Click_006	Multipath_2	125.00	5.232938	0.665246
PulseTrain_334	Click_007	Direct	0.00	1.000000	1.000000
PulseTrain_334	Click_007	Multipath_1	269.10	1.746696	0.521313
PulseTrain_334	Click_008	Direct	0.00	1.000000	1.000000
PulseTrain_334	Click_008	Multipath_1	269.10	1.927190	0.535157
PulseTrain_334	Click_008	Multipath_2	125.00	5.313987	0.665118
PulseTrain_334	Click_009	Direct	0.00	1.000000	1.000000
PulseTrain_334	Click_009	Multipath_1	269.10	2.176961	0.554257
PulseTrain_334	Click_009	Multipath_2	125.00	5.222019	0.653863
PulseTrain_334	Click_010	Direct	0.00	1.000000	1.000000
PulseTrain_334	Click_010	Multipath_1	269.10	2.392367	0.539885
PulseTrain_334	Click_010	Multipath_2	125.00	5.275889	0.656988
PulseTrain_334	Click_011	Direct	0.00	1.000000	1.000000
PulseTrain_334	Click_011	Multipath_1	269.10	2.552729	0.508102
PulseTrain_334	Click_011	Multipath_2	125.00	5.229850	0.661095
PulseTrain_334	Click_012	Direct	0.00	1.000000	1.000000
PulseTrain_334	Click_012	Multipath_1	269.10	2.659974	0.497137
PulseTrain_334	Click_012	Multipath_2	125.00	5.239282	0.654529
PulseTrain_334	Click_013	Direct	0.00	1.000000	1.000000
PulseTrain_334	Click_013	Multipath_1	270.80	2.730897	0.480971
PulseTrain_334	Click_013	Multipath_2	125.00	5.288625	0.649396
PulseTrain_334	Click_014	Direct	0.00	1.000000	1.000000
PulseTrain_334	Click_014	Multipath_1	270.80	2.742380	0.468058
PulseTrain_334	Click_014	Multipath_2	125.00	5.393426	0.650178
PulseTrain_334	Click_015	Direct	0.00	1.000000	1.000000
PulseTrain_334	Click_015	Multipath_1	270.80	2.706024	0.436518
PulseTrain_334	Click_015	Multipath_2	125.00	5.456153	0.656960
PulseTrain_334	Click_016	Direct	0.00	1.000000	1.000000
PulseTrain_334	Click_016	Multipath_1	270.80	2.601201	0.422335
PulseTrain_334	Click_016	Multipath_2	125.00	5.478366	0.655299
PulseTrain_334	Click_017	Direct	0.00	1.000000	1.000000
PulseTrain_334	Click_017	Multipath_1	270.80	2.443824	0.429781
PulseTrain_334	Click_018	Direct	0.00	1.000000	1.000000
PulseTrain_334	Click_018	Multipath_1	272.60	2.298921	0.464100
PulseTrain_334	Click_019	Direct	0.00	1.000000	1.000000
PulseTrain_334	Click_019	Multipath_1	272.60	2.123897	0.506273
PulseTrain_334	Click_019	Multipath_2	125.00	5.200062	0.580993
PulseTrain_334	Click_020	Direct	0.00	1.000000	1.000000
PulseTrain_335	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_335	Click_001	Multipath_1	118.10	2.223088	0.448924
PulseTrain_335	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_335	Click_002	Multipath_1	147.60	2.360689	0.416494
PulseTrain_335	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_336	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_336	Click_001	Multipath_1	175.30	3.860681	0.623431
PulseTrain_336	Click_001	Multipath_2	109.40	2.717877	0.431627
PulseTrain_336	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_336	Click_002	Multipath_1	111.10	1.948215	0.701147
PulseTrain_336	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_336	Click_003	Multipath_1	112.80	1.737709	0.662795
PulseTrain_336	Click_003	Multipath_2	204.90	3.800007	0.527269
PulseTrain_336	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_336	Click_004	Multipath_1	114.60	1.967432	0.645622
PulseTrain_336	Click_004	Multipath_2	328.10	3.242326	0.671867
PulseTrain_336	Click_004	Multipath_3	173.60	2.961499	0.507285
PulseTrain_336	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_336	Click_005	Multipath_1	118.10	2.016274	0.536219
PulseTrain_336	Click_005	Multipath_2	170.10	2.403287	0.634169
PulseTrain_336	Click_005	Multipath_3	309.00	4.646457	0.620205
PulseTrain_336	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_336	Click_006	Multipath_1	105.90	1.875638	0.654758
PulseTrain_336	Click_006	Multipath_2	166.70	1.950834	0.420541
PulseTrain_336	Click_007	Direct	0.00	1.000000	1.000000
PulseTrain_337	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_337	Click_001	Multipath_1	111.10	1.544831	0.516805
PulseTrain_337	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_337	Click_002	Multipath_1	111.10	1.748919	0.552155
PulseTrain_337	Click_002	Multipath_2	211.80	4.497352	0.533271
PulseTrain_337	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_337	Click_003	Multipath_1	111.10	1.612638	0.495047
PulseTrain_337	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_337	Click_004	Multipath_1	111.10	1.604792	0.489711
PulseTrain_337	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_337	Click_005	Multipath_1	149.30	1.890942	0.436730
PulseTrain_337	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_337	Click_006	Multipath_1	149.30	2.025519	0.401347
PulseTrain_337	Click_007	Direct	0.00	1.000000	1.000000
PulseTrain_337	Click_007	Multipath_1	111.10	2.092827	0.397705
PulseTrain_337	Click_007	Multipath_2	164.90	2.630292	0.378137
PulseTrain_337	Click_008	Direct	0.00	1.000000	1.000000
PulseTrain_337	Click_008	Multipath_1	170.10	2.631320	0.678060
PulseTrain_337	Click_008	Multipath_2	111.10	2.842275	0.342774
PulseTrain_337	Click_009	Direct	0.00	1.000000	1.000000
PulseTrain_337	Click_009	Multipath_1	170.10	3.285878	0.567559
PulseTrain_337	Click_010	Direct	0.00	1.000000	1.000000
PulseTrain_337	Click_010	Multipath_1	173.60	3.307971	0.512195
PulseTrain_337	Click_011	Direct	0.00	1.000000	1.000000
PulseTrain_337	Click_011	Multipath_1	118.10	2.184705	0.559126
PulseTrain_337	Click_012	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_001	Multipath_1	201.40	1.930711	0.484463
PulseTrain_338	Click_001	Multipath_2	130.20	1.743238	0.257677
PulseTrain_338	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_002	Multipath_1	397.60	8.238993	0.026341
PulseTrain_338	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_003	Multipath_1	206.60	1.460736	0.549911
PulseTrain_338	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_004	Multipath_1	203.10	1.908945	0.566285
PulseTrain_338	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_005	Multipath_1	177.10	2.168866	0.424826
PulseTrain_338	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_006	Multipath_1	316.00	0.382391	0.057756
PulseTrain_338	Click_006	Multipath_2	366.30	0.376456	-0.112888
PulseTrain_338	Click_007	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_007	Multipath_1	331.60	0.281518	0.026311
PulseTrain_338	Click_008	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_008	Multipath_1	197.90	3.105885	0.426548
PulseTrain_338	Click_009	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_010	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_010	Multipath_1	204.90	3.507488	0.493204
PulseTrain_338	Click_011	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_011	Multipath_1	196.20	3.066073	0.524112
PulseTrain_338	Click_012	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_013	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_014	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_015	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_016	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_017	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_018	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_019	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_020	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_021	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_022	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_023	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_024	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_025	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_026	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_026	Multipath_1	201.40	2.845377	0.623189
PulseTrain_338	Click_027	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_027	Multipath_1	199.70	2.057808	0.727119
PulseTrain_338	Click_028	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_028	Multipath_1	197.90	1.690994	0.700916
PulseTrain_338	Click_029	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_029	Multipath_1	197.90	1.530165	0.632940
PulseTrain_338	Click_030	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_030	Multipath_1	196.20	1.761046	0.471375
PulseTrain_338	Click_031	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_031	Multipath_1	197.90	1.966715	0.371278
PulseTrain_338	Click_032	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_032	Multipath_1	199.70	1.782060	0.334472
PulseTrain_338	Click_033	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_033	Multipath_1	203.10	1.887434	0.538055
PulseTrain_338	Click_034	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_034	Multipath_1	201.40	1.940197	0.585265
PulseTrain_338	Click_035	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_035	Multipath_1	206.60	1.944065	0.564191
PulseTrain_338	Click_036	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_036	Multipath_1	206.60	2.084044	0.561594
PulseTrain_338	Click_037	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_037	Multipath_1	173.60	2.354087	0.566715
PulseTrain_338	Click_038	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_039	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_040	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_040	Multipath_1	192.70	2.946768	0.533164
PulseTrain_338	Click_041	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_041	Multipath_1	192.70	2.120629	0.611302
PulseTrain_338	Click_042	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_042	Multipath_1	192.70	1.910376	0.609951
PulseTrain_338	Click_043	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_043	Multipath_1	192.70	2.025959	0.620343
PulseTrain_338	Click_044	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_044	Multipath_1	192.70	2.104311	0.580514
PulseTrain_338	Click_045	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_045	Multipath_1	192.70	2.379171	0.510616
PulseTrain_338	Click_046	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_046	Multipath_1	191.00	3.189228	0.370335
PulseTrain_338	Click_047	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_048	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_049	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_050	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_051	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_052	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_053	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_054	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_055	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_055	Multipath_1	171.90	2.738648	0.499118
PulseTrain_338	Click_056	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_056	Multipath_1	171.90	1.980826	0.466676
PulseTrain_338	Click_057	Direct	0.00	1.000000	1.000000
PulseTrain_338	Click_057	Multipath_1	170.10	1.816484	0.487557
PulseTrain_338	Click_058	Direct	0.00	1.000000	1.000000
PulseTrain_339	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_339	Click_001	Multipath_1	128.50	1.396092	0.574979
PulseTrain_339	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_339	Click_002	Multipath_1	137.20	1.782386	0.514288
PulseTrain_339	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_339	Click_003	Multipath_1	137.20	2.273645	0.471656
PulseTrain_339	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_339	Click_004	Multipath_1	137.20	2.822170	0.375079
PulseTrain_339	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_339	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_339	Click_007	Direct	0.00	1.000000	1.000000
PulseTrain_340	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_340	Click_001	Multipath_1	274.30	3.718010	0.504088
PulseTrain_340	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_340	Click_002	Multipath_1	102.40	2.275853	0.338472
PulseTrain_340	Click_002	Multipath_2	274.30	4.224349	0.499746
PulseTrain_340	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_340	Click_003	Multipath_1	131.90	2.388465	0.393216
PulseTrain_340	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_340	Click_004	Multipath_1	109.40	2.403006	0.625464
PulseTrain_340	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_340	Click_005	Multipath_1	109.40	2.468165	0.633873
PulseTrain_340	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_340	Click_006	Multipath_1	112.80	2.495626	0.339542
PulseTrain_340	Click_006	Multipath_2	227.40	5.430314	0.563785
PulseTrain_340	Click_007	Direct	0.00	1.000000	1.000000
PulseTrain_340	Click_007	Multipath_1	112.80	2.778992	0.348138
PulseTrain_340	Click_008	Direct	0.00	1.000000	1.000000
PulseTrain_340	Click_008	Multipath_1	222.20	4.445698	0.761920
PulseTrain_340	Click_008	Multipath_2	140.60	3.290549	0.407751
PulseTrain_340	Click_008	Multipath_3	305.60	5.377004	0.664481
PulseTrain_340	Click_009	Direct	0.00	1.000000	1.000000
PulseTrain_340	Click_009	Multipath_1	123.30	3.610557	0.469378
PulseTrain_340	Click_010	Direct	0.00	1.000000	1.000000
PulseTrain_340	Click_011	Direct	0.00	1.000000	1.000000
PulseTrain_340	Click_011	Multipath_1	142.40	4.403420	0.525546
PulseTrain_340	Click_012	Direct	0.00	1.000000	1.000000
PulseTrain_340	Click_012	Multipath_1	142.40	4.133747	0.599530
PulseTrain_340	Click_012	Multipath_2	201.40	3.876398	0.506821
PulseTrain_340	Click_013	Direct	0.00	1.000000	1.000000
PulseTrain_341	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_341	Click_001	Multipath_1	230.90	3.264362	0.766701
PulseTrain_341	Click_001	Multipath_2	324.70	4.425946	0.609308
PulseTrain_341	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_341	Click_002	Multipath_1	230.90	3.701075	0.807091
PulseTrain_341	Click_002	Multipath_2	326.40	3.716074	0.768928
PulseTrain_341	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_341	Click_003	Multipath_1	322.90	3.415683	0.832110
PulseTrain_341	Click_003	Multipath_2	236.10	4.128926	0.631485
PulseTrain_341	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_341	Click_004	Multipath_1	241.30	3.700262	0.763391
PulseTrain_341	Click_004	Multipath_2	144.10	3.044769	0.298845
PulseTrain_341	Click_004	Multipath_3	319.40	4.816093	0.612623
PulseTrain_341	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_341	Click_005	Multipath_1	243.10	3.023020	0.747455
PulseTrain_341	Click_005	Multipath_2	144.10	3.332576	0.407714
PulseTrain_341	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_341	Click_006	Multipath_1	243.10	3.310100	0.599658
PulseTrain_341	Click_006	Multipath_2	135.40	3.278318	0.466780
PulseTrain_341	Click_007	Direct	0.00	1.000000	1.000000
PulseTrain_341	Click_007	Multipath_1	243.10	3.929182	0.734028
PulseTrain_341	Click_007	Multipath_2	135.40	3.593580	0.438067
PulseTrain_341	Click_008	Direct	0.00	1.000000	1.000000
PulseTrain_341	Click_008	Multipath_1	144.10	4.031638	0.549264
PulseTrain_341	Click_008	Multipath_2	246.50	4.037103	0.604332
PulseTrain_341	Click_008	Multipath_3	331.60	4.741683	0.465309
PulseTrain_341	Click_009	Direct	0.00	1.000000	1.000000
PulseTrain_341	Click_009	Multipath_1	250.00	3.956099	0.603809
PulseTrain_341	Click_010	Direct	0.00	1.000000	1.000000
PulseTrain_341	Click_010	Multipath_1	248.30	2.512250	0.688465
PulseTrain_341	Click_011	Direct	0.00	1.000000	1.000000
PulseTrain_341	Click_011	Multipath_1	248.30	3.176230	0.575337
PulseTrain_341	Click_012	Direct	0.00	1.000000	1.000000
PulseTrain_341	Click_012	Multipath_1	248.30	3.568352	0.628657
PulseTrain_341	Click_012	Multipath_2	114.60	3.654752	0.383431
PulseTrain_341	Click_013	Direct	0.00	1.000000	1.000000
PulseTrain_341	Click_013	Multipath_1	251.70	4.207278	0.463074
PulseTrain_341	Click_014	Direct	0.00	1.000000	1.000000
PulseTrain_342	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_342	Click_001	Multipath_1	144.10	3.082938	0.464355
PulseTrain_342	Click_001	Multipath_2	288.20	2.297876	0.524136
PulseTrain_342	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_342	Click_002	Multipath_1	474.00	5.161362	0.654282
PulseTrain_342	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_342	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_342	Click_004	Multipath_1	265.60	5.424015	0.601933
PulseTrain_342	Click_004	Multipath_2	328.10	5.745597	0.669934
PulseTrain_342	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_342	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_342	Click_006	Multipath_1	270.80	4.139580	0.591792
PulseTrain_342	Click_006	Multipath_2	111.10	4.535122	0.501192
PulseTrain_342	Click_007	Direct	0.00	1.000000	1.000000
PulseTrain_342	Click_007	Multipath_1	272.60	3.008445	0.554519
PulseTrain_342	Click_008	Direct	0.00	1.000000	1.000000
PulseTrain_342	Click_008	Multipath_1	487.80	4.766368	0.620135
PulseTrain_342	Click_008	Multipath_2	270.80	3.870150	0.473703
PulseTrain_342	Click_009	Direct	0.00	1.000000	1.000000
PulseTrain_342	Click_009	Multipath_1	248.30	3.677798	0.495241
PulseTrain_342	Click_009	Multipath_2	135.40	4.547115	0.678884
PulseTrain_342	Click_009	Multipath_3	487.80	4.808710	0.623193
PulseTrain_342	Click_010	Direct	0.00	1.000000	1.000000
PulseTrain_342	Click_010	Multipath_1	135.40	4.031559	0.676281
PulseTrain_342	Click_010	Multipath_2	250.00	3.729581	0.531440
PulseTrain_342	Click_010	Multipath_3	333.30	3.761100	0.559690
PulseTrain_342	Click_011	Direct	0.00	1.000000	1.000000
PulseTrain_342	Click_011	Multipath_1	272.60	4.535996	0.728272
PulseTrain_342	Click_011	Multipath_2	144.10	3.590389	0.601459
PulseTrain_342	Click_012	Direct	0.00	1.000000	1.000000
PulseTrain_342	Click_012	Multipath_1	274.30	3.661786	0.663477
PulseTrain_342	Click_012	Multipath_2	144.10	3.699095	0.575108
PulseTrain_342	Click_013	Direct	0.00	1.000000	1.000000
PulseTrain_342	Click_013	Multipath_1	272.60	2.617063	0.752623
PulseTrain_342	Click_013	Multipath_2	137.20	5.466663	0.437023
PulseTrain_342	Click_014	Direct	0.00	1.000000	1.000000
PulseTrain_342	Click_014	Multipath_1	270.80	3.002526	0.738195
PulseTrain_342	Click_014	Multipath_2	340.30	4.671659	0.606210
PulseTrain_342	Click_015	Direct	0.00	1.000000	1.000000
PulseTrain_342	Click_015	Multipath_1	270.80	3.085954	0.688970
PulseTrain_342	Click_016	Direct	0.00	1.000000	1.000000
PulseTrain_342	Click_016	Multipath_1	274.30	3.573669	0.687535
PulseTrain_342	Click_017	Direct	0.00	1.000000	1.000000
PulseTrain_342	Click_017	Multipath_1	274.30	3.222852	0.719136
PulseTrain_342	Click_018	Direct	0.00	1.000000	1.000000
PulseTrain_342	Click_018	Multipath_1	272.60	3.354685	0.556955
PulseTrain_342	Click_019	Direct	0.00	1.000000	1.000000
PulseTrain_342	Click_019	Multipath_1	269.10	3.294955	0.646078
PulseTrain_342	Click_019	Multipath_2	126.70	5.010695	0.541558
PulseTrain_342	Click_019	Multipath_3	520.80	5.708231	0.702650
PulseTrain_342	Click_020	Direct	0.00	1.000000	1.000000
PulseTrain_342	Click_020	Multipath_1	248.30	4.061427	0.607851
PulseTrain_342	Click_021	Direct	0.00	1.000000	1.000000
PulseTrain_342	Click_021	Multipath_1	263.90	3.523821	0.705396
PulseTrain_342	Click_022	Direct	0.00	1.000000	1.000000
PulseTrain_342	Click_022	Multipath_1	262.20	2.601652	0.635932
PulseTrain_342	Click_022	Multipath_2	508.70	4.033611	0.643609
PulseTrain_342	Click_023	Direct	0.00	1.000000	1.000000
PulseTrain_342	Click_023	Multipath_1	258.70	2.643558	0.667800
PulseTrain_342	Click_023	Multipath_2	144.10	5.596986	0.597399
PulseTrain_342	Click_024	Direct	0.00	1.000000	1.000000
PulseTrain_342	Click_024	Multipath_1	253.50	3.368319	0.758059
PulseTrain_342	Click_025	Direct	0.00	1.000000	1.000000
PulseTrain_342	Click_025	Multipath_1	248.30	3.450598	0.716767
PulseTrain_342	Click_026	Direct	0.00	1.000000	1.000000
PulseTrain_342	Click_026	Multipath_1	243.10	3.709525	0.618383
PulseTrain_342	Click_027	Direct	0.00	1.000000	1.000000
PulseTrain_342	Click_028	Direct	0.00	1.000000	1.000000
PulseTrain_343	Click_001	Direct	0.00	1.000000	1.000000
PulseTrain_343	Click_001	Multipath_1	147.60	7.574365	0.507091
PulseTrain_343	Click_002	Direct	0.00	1.000000	1.000000
PulseTrain_343	Click_002	Multipath_1	784.70	11.912031	0.026472
PulseTrain_343	Click_003	Direct	0.00	1.000000	1.000000
PulseTrain_343	Click_003	Multipath_1	802.10	21.368575	0.032244
PulseTrain_343	Click_004	Direct	0.00	1.000000	1.000000
PulseTrain_343	Click_004	Multipath_1	383.70	1.176396	0.699477
PulseTrain_343	Click_005	Direct	0.00	1.000000	1.000000
PulseTrain_343	Click_005	Multipath_1	375.00	1.193706	0.566863
PulseTrain_343	Click_006	Direct	0.00	1.000000	1.000000
PulseTrain_343	Click_006	Multipath_1	378.50	1.383792	0.596329
PulseTrain_343	Click_007	Direct	0.00	1.000000	1.000000
PulseTrain_343	Click_007	Multipath_1	399.30	1.562503	0.544029
